,Start,7,,End,1042,,,0,,,,,,,,,,,
Click Apply to to display data from Start to End,,,,,,FALSE,,,,,,,,,,,,,
HELP,,,,,,RECALC,,,,,,,,,,,,,
,,TRUE,TRUE,FALSE,TRUE,,,TRUE,TRUE,,,,,,,,,,
Select data to graph,,,,,,"AUTO 
ZERO",TRUE,,,,,,,,,,,,
cid,syncdate,dwatts,nwatts,watts,cr,,,,,,,,dwatts,nwatts,,cr,,,
2,41152.13,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.17,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.17,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.18,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.21,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.25,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.29,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.33,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.35,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.38,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.42,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.46,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.50,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.54,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.57,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.58,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.63,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.67,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.71,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.75,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.79,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.83,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.89,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.92,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.93,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41152.96,129.61,22.5,0,-0.24,,,,,,,,129.61,22.5,#N/A,-0.24,,,
2,41153.00,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.04,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.08,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.14,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.17,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.18,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.21,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.25,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.29,129.61,22.5,0.27,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.32,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.32,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.33,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.36,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.37,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.38,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.40,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.42,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.43,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.46,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.50,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.50,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.54,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.58,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.63,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.67,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.71,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.75,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
2,41153.79,129.61,22.5,0,-0.24,,,,,,,,0,0,#N/A,-0.24,,,
