,Start,7,,End,1043,,,0,,,,,,,,,,,
Click Apply to to display data from Start to End,,,,,,FALSE,,,,,,,,,,,,,
HELP,,,,,,RECALC,,,,,,,,,,,,,
,,TRUE,TRUE,FALSE,TRUE,,,TRUE,TRUE,,,,,,,,,,
Select data to graph,,,,,,"AUTO 
ZERO",TRUE,,,,,,,,,,,,
cid,syncdate,dwatts,nwatts,watts,cr,,,,,,,,dwatts,nwatts,,cr,,,
9,41152.13,152.25,31.14,0.49,122.56,,,,,,,,152.25,31.14,#N/A,122.56,,,
9,41152.17,152.84,31.14,0,122.4,,,,,,,,152.84,31.14,#N/A,122.4,,,
9,41152.17,152.84,31.14,0,122.4,,,,,,,,152.84,31.14,#N/A,122.4,,,
9,41152.18,152.84,31.14,0,122.4,,,,,,,,152.84,31.14,#N/A,122.4,,,
9,41152.21,152.86,31.14,0,122.4,,,,,,,,152.86,31.14,#N/A,122.4,,,
9,41152.25,155.98,31.14,7.08,121.55,,,,,,,,155.98,31.14,#N/A,121.55,,,
9,41152.29,160.81,31.14,4.98,120.24,,,,,,,,160.81,31.14,#N/A,120.24,,,
9,41152.33,163.53,31.14,0.49,119.52,,,,,,,,163.53,31.14,#N/A,119.52,,,
9,41152.35,164.07,31.14,2.75,119.37,,,,,,,,164.07,31.14,#N/A,119.37,,,
9,41152.38,165.39,31.14,1.55,118.99,,,,,,,,165.39,31.14,#N/A,118.99,,,
9,41152.42,170.81,31.14,2.42,117.52,,,,,,,,170.81,31.14,#N/A,117.52,,,
9,41152.46,175.99,31.14,4.75,116.13,,,,,,,,175.99,31.14,#N/A,116.13,,,
9,41152.50,178.41,31.14,4.87,115.47,,,,,,,,178.41,31.14,#N/A,115.47,,,
9,41152.54,180.6,31.14,1.34,114.87,,,,,,,,180.6,31.14,#N/A,114.87,,,
9,41152.57,181.07,31.14,0.27,114.76,,,,,,,,181.07,31.14,#N/A,114.76,,,
9,41152.58,181.14,31.14,0,114.76,,,,,,,,181.14,31.14,#N/A,114.76,,,
9,41152.63,182.09,31.14,1.77,114.49,,,,,,,,182.09,31.14,#N/A,114.49,,,
9,41152.67,184.19,31.14,10.67,113.97,,,,,,,,184.19,31.14,#N/A,113.97,,,
9,41152.71,205.45,31.14,32.88,108.24,,,,,,,,205.45,31.14,#N/A,108.24,,,
9,41152.75,229.17,31.14,15.7,101.85,,,,,,,,229.17,31.14,#N/A,101.85,,,
9,41152.79,252.12,54.1,32.48,95.65,,,,,,,,252.12,54.1,#N/A,95.65,,,
9,41152.83,255.29,57.27,0,94.8,,,,,,,,255.29,57.27,#N/A,94.8,,,
9,41152.89,255.3,57.28,0,94.8,,,,,,,,255.3,57.28,#N/A,94.8,,,
9,41152.92,255.3,57.28,0,94.8,,,,,,,,255.3,57.28,#N/A,94.8,,,
9,41152.93,255.3,57.28,0,94.8,,,,,,,,255.3,57.28,#N/A,94.8,,,
9,41152.96,255.3,57.28,0.38,94.8,,,,,,,,255.3,57.28,#N/A,94.8,,,
9,41153.00,255.3,57.28,0,94.8,,,,,,,,0,0,#N/A,94.8,,,
9,41153.04,255.3,57.28,0,94.8,,,,,,,,0,0,#N/A,94.8,,,
9,41153.08,255.44,57.28,0.27,94.76,,,,,,,,0.14,0,#N/A,94.76,,,
9,41153.14,255.44,57.28,0,94.76,,,,,,,,0.14,0,#N/A,94.76,,,
9,41153.17,259.76,57.28,0.27,93.6,,,,,,,,4.46,0,#N/A,93.6,,,
9,41153.18,259.76,57.28,0,93.6,,,,,,,,4.46,0,#N/A,93.6,,,
9,41153.21,259.76,57.28,0,93.6,,,,,,,,4.46,0,#N/A,93.6,,,
9,41153.25,259.77,57.28,0,93.6,,,,,,,,4.47,0,#N/A,93.6,,,
9,41153.29,259.77,57.28,0,93.6,,,,,,,,4.47,0,#N/A,93.6,,,
9,41153.32,260.74,57.28,4.53,93.33,,,,,,,,5.44,0,#N/A,93.33,,,
9,41153.32,260.87,57.28,4.42,93.3,,,,,,,,5.57,0,#N/A,93.3,,,
9,41153.33,262.19,57.28,2.21,92.94,,,,,,,,6.89,0,#N/A,92.94,,,
9,41153.36,263.01,57.28,0,92.71,,,,,,,,7.71,0,#N/A,92.71,,,
9,41153.37,263.07,57.28,0.27,92.71,,,,,,,,7.77,0,#N/A,92.71,,,
9,41153.38,263.07,57.28,0.27,92.71,,,,,,,,7.77,0,#N/A,92.71,,,
9,41153.40,263.94,57.28,1.23,92.46,,,,,,,,8.64,0,#N/A,92.46,,,
9,41153.42,264.17,57.28,0.27,92.41,,,,,,,,8.87,0,#N/A,92.41,,,
9,41153.43,264.71,57.28,3.94,92.27,,,,,,,,9.41,0,#N/A,92.27,,,
9,41153.46,266.83,57.28,4.2,91.69,,,,,,,,11.53,0,#N/A,91.69,,,
9,41153.50,269.51,57.28,4.2,90.95,,,,,,,,14.21,0,#N/A,90.95,,,
9,41153.50,269.55,57.28,0.27,90.94,,,,,,,,14.25,0,#N/A,90.94,,,
9,41153.54,269.84,57.28,0,90.91,,,,,,,,14.54,0,#N/A,90.91,,,
9,41153.58,270.05,57.28,0.27,90.91,,,,,,,,14.75,0,#N/A,90.91,,,
9,41153.63,270.25,57.28,0,90.89,,,,,,,,14.95,0,#N/A,90.89,,,
9,41153.67,270.35,57.28,0,90.86,,,,,,,,15.05,0,#N/A,90.86,,,
9,41153.71,287.4,57.28,21.64,86.26,,,,,,,,32.1,0,#N/A,86.26,,,
9,41153.75,303.94,57.28,11,81.78,,,,,,,,48.64,0,#N/A,81.78,,,
