,Start,7,,End,1042,,,0,,,,,,,,,,,
Click Apply to to display data from Start to End,,,,,,FALSE,,,,,,,,,,,,,
HELP,,,,,,RECALC,,,,,,,,,,,,,
,,TRUE,TRUE,FALSE,TRUE,,,TRUE,TRUE,,,,,,,,,,
Select data to graph,,,,,,"AUTO 
ZERO",TRUE,,,,,,,,,,,,
cid,syncdate,dwatts,nwatts,watts,cr,,,,,,,,dwatts,nwatts,,cr,0,0,
13,41152.13,146.53,33.99,0,112.8,,,,,,,,146.53,33.99,#N/A,112.8,,,
13,41152.17,146.53,33.99,0,112.8,,,,,,,,146.53,33.99,#N/A,112.8,,,
13,41152.17,146.53,33.99,0,112.8,,,,,,,,146.53,33.99,#N/A,112.8,,,
13,41152.18,146.53,33.99,0,112.8,,,,,,,,146.53,33.99,#N/A,112.8,,,
13,41152.21,146.53,33.99,0,112.8,,,,,,,,146.53,33.99,#N/A,112.8,,,
13,41152.25,146.53,33.99,0,112.8,,,,,,,,146.53,33.99,#N/A,112.8,,,
13,41152.29,146.54,33.99,0,112.8,,,,,,,,146.54,33.99,#N/A,112.8,,,
13,41152.33,146.54,33.99,0,112.8,,,,,,,,146.54,33.99,#N/A,112.8,,,
13,41152.35,146.54,33.99,0,112.8,,,,,,,,146.54,33.99,#N/A,112.8,,,
13,41152.38,146.54,33.99,0,112.8,,,,,,,,146.54,33.99,#N/A,112.8,,,
13,41152.42,146.54,33.99,0,112.8,,,,,,,,146.54,33.99,#N/A,112.8,,,
13,41152.46,146.55,33.99,0.27,112.8,,,,,,,,146.55,33.99,#N/A,112.8,,,
13,41152.50,146.55,33.99,0,112.8,,,,,,,,146.55,33.99,#N/A,112.8,,,
13,41152.54,146.55,33.99,0,112.8,,,,,,,,146.55,33.99,#N/A,112.8,,,
13,41152.57,146.55,33.99,0,112.8,,,,,,,,146.55,33.99,#N/A,112.8,,,
13,41152.58,146.56,33.99,0,112.8,,,,,,,,146.56,33.99,#N/A,112.8,,,
13,41152.63,146.56,33.99,0.59,112.8,,,,,,,,146.56,33.99,#N/A,112.8,,,
13,41152.67,151.14,33.99,10.35,111.58,,,,,,,,151.14,33.99,#N/A,111.58,,,
13,41152.71,151.56,33.99,0,111.47,,,,,,,,151.56,33.99,#N/A,111.47,,,
13,41152.75,151.82,33.99,0,111.4,,,,,,,,151.82,33.99,#N/A,111.4,,,
13,41152.79,158.98,41.15,10.46,109.46,,,,,,,,158.98,41.15,#N/A,109.46,,,
13,41152.83,163.56,45.73,0,108.21,,,,,,,,163.56,45.73,#N/A,108.21,,,
13,41152.89,163.56,45.73,0,108.21,,,,,,,,163.56,45.73,#N/A,108.21,,,
13,41152.92,163.56,45.73,0,108.21,,,,,,,,163.56,45.73,#N/A,108.21,,,
13,41152.93,163.56,45.73,0,108.21,,,,,,,,163.56,45.73,#N/A,108.21,,,
13,41152.96,163.56,45.73,0,108.21,,,,,,,,163.56,45.73,#N/A,108.21,,,
13,41153.00,163.56,45.73,0,108.21,,,,,,,,0,0,#N/A,108.21,,,
13,41153.04,163.56,45.73,0,108.21,,,,,,,,0,0,#N/A,108.21,,,
13,41153.08,163.56,45.73,0,108.21,,,,,,,,0,0,#N/A,108.21,,,
13,41153.14,163.56,45.73,0,108.21,,,,,,,,0,0,#N/A,108.21,,,
13,41153.17,163.56,45.73,0,108.21,,,,,,,,0,0,#N/A,108.21,,,
13,41153.18,163.56,45.73,0,108.21,,,,,,,,0,0,#N/A,108.21,,,
13,41153.21,163.56,45.73,0,108.21,,,,,,,,0,0,#N/A,108.21,,,
13,41153.25,163.57,45.73,0,108.21,,,,,,,,0.01,0,#N/A,108.21,,,
13,41153.29,163.58,45.73,0,108.21,,,,,,,,0.02,0,#N/A,108.21,,,
13,41153.32,163.58,45.73,0,108.21,,,,,,,,0.02,0,#N/A,108.21,,,
13,41153.32,163.58,45.73,1.23,108.21,,,,,,,,0.02,0,#N/A,108.21,,,
13,41153.33,163.58,45.73,0,108.21,,,,,,,,0.02,0,#N/A,108.21,,,
13,41153.36,163.88,45.73,1.34,108.12,,,,,,,,0.32,0,#N/A,108.12,,,
13,41153.37,164.26,45.73,1.23,108,,,,,,,,0.7,0,#N/A,108,,,
13,41153.38,164.26,45.73,1.23,108,,,,,,,,0.7,0,#N/A,108,,,
13,41153.40,164.91,45.73,0,107.81,,,,,,,,1.35,0,#N/A,107.81,,,
13,41153.42,165.22,45.73,1.34,107.74,,,,,,,,1.66,0,#N/A,107.74,,,
13,41153.43,165.46,45.73,1.02,107.69,,,,,,,,1.9,0,#N/A,107.69,,,
13,41153.46,165.9,45.73,0.81,107.6,,,,,,,,2.34,0,#N/A,107.6,,,
13,41153.50,165.92,45.73,0,107.6,,,,,,,,2.36,0,#N/A,107.6,,,
13,41153.50,165.92,45.73,0,107.6,,,,,,,,2.36,0,#N/A,107.6,,,
13,41153.54,166.87,45.73,1.02,107.39,,,,,,,,3.31,0,#N/A,107.39,,,
13,41153.58,167.36,45.73,0,107.28,,,,,,,,3.8,0,#N/A,107.28,,,
13,41153.63,167.36,45.73,0,107.28,,,,,,,,3.8,0,#N/A,107.28,,,
13,41153.67,167.36,45.73,0,107.28,,,,,,,,3.8,0,#N/A,107.28,,,
13,41153.71,169.11,45.73,0,106.82,,,,,,,,5.55,0,#N/A,106.82,,,
13,41153.75,175.54,45.73,0,105.1,,,,,,,,11.98,0,#N/A,105.1,,,
13,41153.79,176.1,46.29,10.89,104.95,,,,,,,,12.54,0.56,#N/A,104.95,,,
13,41153.83,176.13,46.32,0,104.94,,,,,,,,12.57,0.59,#N/A,104.94,,,
